2.5507 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
24.3319 	EXP 	New trial (rep=0, index=3): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
24.3479 	EXP 	feedback_text: autoDraw = False
24.3479 	EXP 	feedback_text: autoDraw = False
24.3479 	EXP 	fixation: autoDraw = True
25.3468 	EXP 	Sound sound_1 started
25.6811 	EXP 	Sound sound_1 stopped
25.6812 	EXP 	Sound sound_1 paused
25.6854 	DATA 	Keypress: s
25.6966 	EXP 	fixation: autoDraw = False
25.6966 	EXP 	feedback_text: height = 0.05
25.6966 	EXP 	feedback_text: height = 0.05
25.6966 	EXP 	feedback_text: height = 0.05
25.6966 	EXP 	feedback_text: text = 'Correct'
25.6966 	EXP 	feedback_text: autoDraw = True
26.7134 	EXP 	feedback_text: autoDraw = False
26.7134 	EXP 	instructions_2: autoDraw = True
27.6331 	EXP 	Imported aud_conditions.xlsx as conditions, 4 conditions, 4 params
27.6334 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=10, seed=None
27.6336 	EXP 	New trial (rep=0, index=0): {'trial': 'target', 'file': "soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 't', 'tone': 1200}
27.6345 	EXP 	Sound sound_1 reached end of file
27.6358 	DATA 	Keypress: space
27.6451 	EXP 	instructions_2: autoDraw = False
27.6451 	EXP 	fixation: autoDraw = True
32.1086 	EXP 	New trial (rep=0, index=1): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
32.1106 	DATA 	Keypress: s
32.1243 	EXP 	fixation: autoDraw = False
32.1243 	EXP 	fixation: autoDraw = True
33.1235 	EXP 	Sound sound_1 started
33.5411 	EXP 	Sound sound_1 stopped
33.5412 	EXP 	Sound sound_1 paused
33.5414 	EXP 	New trial (rep=0, index=2): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
33.5423 	EXP 	Sound sound_1 reached end of file
33.5436 	DATA 	Keypress: s
33.5555 	EXP 	fixation: autoDraw = False
33.5555 	EXP 	fixation: autoDraw = True
37.4701 	EXP 	New trial (rep=0, index=3): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
37.4725 	DATA 	Keypress: s
37.4860 	EXP 	fixation: autoDraw = False
37.4860 	EXP 	fixation: autoDraw = True
38.4849 	EXP 	Sound sound_1 started
39.4814 	EXP 	Sound sound_1 stopped
40.8169 	EXP 	New trial (rep=1, index=0): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
40.8189 	DATA 	Keypress: s
40.8324 	EXP 	fixation: autoDraw = False
40.8324 	EXP 	fixation: autoDraw = True
41.8318 	EXP 	Sound sound_1 started
42.8312 	EXP 	Sound sound_1 stopped
45.1630 	EXP 	New trial (rep=1, index=1): {'trial': 'standard', 'file': "soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav'", 'corrAns': 's', 'tone': 1000}
45.1651 	DATA 	Keypress: s
45.1791 	EXP 	fixation: autoDraw = False
45.1791 	EXP 	fixation: autoDraw = True
46.1775 	EXP 	Sound sound_1 started
47.1711 	EXP 	Sound sound_1 stopped
77.2167 	DATA 	Keypress: escape
77.4158 	EXP 	Oddball_task: status = STOPPED
77.4318 	EXP 	fixation: autoDraw = False
77.4318 	EXP 	Oddball_task: status = STOPPED
77.7020 	EXP 	window1: mouseVisible = True
