5.9811 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
22.7615 	EXP 	Feedback_text: height = 0.05
22.7615 	EXP 	Feedback_text: height = 0.05
22.7615 	EXP 	Feedback_text: height = 0.05
22.7615 	EXP 	Feedback_text: text = '541'
22.7615 	EXP 	Feedback_text: autoDraw = True
23.2458 	EXP 	New trial (rep=2, index=0): None
23.2614 	EXP 	Feedback_text: autoDraw = False
23.2614 	EXP 	Feedback_text: autoDraw = False
23.2614 	EXP 	ISI_text: autoDraw = True
24.9093 	EXP 	ISI_text: autoDraw = False
24.9093 	EXP 	ISI_text: autoDraw = False
24.9093 	EXP 	Targetstim: autoDraw = True
25.0309 	DATA 	Keypress: space
25.0431 	EXP 	Targetstim: autoDraw = False
25.0431 	EXP 	Feedback_text: height = 0.05
25.0431 	EXP 	Feedback_text: height = 0.05
25.0431 	EXP 	Feedback_text: height = 0.05
25.0431 	EXP 	Feedback_text: text = '112'
25.0431 	EXP 	Feedback_text: autoDraw = True
25.5267 	EXP 	New trial (rep=3, index=0): None
25.5425 	EXP 	Feedback_text: autoDraw = False
25.5425 	EXP 	Feedback_text: autoDraw = False
25.5425 	EXP 	ISI_text: autoDraw = True
28.7227 	EXP 	ISI_text: autoDraw = False
28.7227 	EXP 	ISI_text: autoDraw = False
28.7227 	EXP 	Targetstim: autoDraw = True
28.9942 	DATA 	Keypress: space
29.0060 	EXP 	Targetstim: autoDraw = False
29.0060 	EXP 	Feedback_text: height = 0.05
29.0060 	EXP 	Feedback_text: height = 0.05
29.0060 	EXP 	Feedback_text: height = 0.05
29.0060 	EXP 	Feedback_text: text = '266'
29.0060 	EXP 	Feedback_text: autoDraw = True
29.4901 	EXP 	New trial (rep=4, index=0): None
29.5052 	EXP 	Feedback_text: autoDraw = False
29.5052 	EXP 	Feedback_text: autoDraw = False
29.5052 	EXP 	ISI_text: autoDraw = True
32.3858 	EXP 	ISI_text: autoDraw = False
32.3858 	EXP 	ISI_text: autoDraw = False
32.3858 	EXP 	Targetstim: autoDraw = True
32.6400 	DATA 	Keypress: space
32.6525 	EXP 	Targetstim: autoDraw = False
32.6525 	EXP 	Feedback_text: height = 0.05
32.6525 	EXP 	Feedback_text: height = 0.05
32.6525 	EXP 	Feedback_text: height = 0.05
32.6525 	EXP 	Feedback_text: text = '248'
32.6525 	EXP 	Feedback_text: autoDraw = True
33.1368 	EXP 	New trial (rep=5, index=0): None
33.1517 	EXP 	Feedback_text: autoDraw = False
33.1517 	EXP 	Feedback_text: autoDraw = False
33.1517 	EXP 	ISI_text: autoDraw = True
33.7843 	EXP 	ISI_text: autoDraw = False
33.7843 	EXP 	ISI_text: autoDraw = False
33.7843 	EXP 	Targetstim: autoDraw = True
34.2890 	DATA 	Keypress: space
34.3009 	EXP 	Targetstim: autoDraw = False
34.3009 	EXP 	Feedback_text: height = 0.05
34.3009 	EXP 	Feedback_text: height = 0.05
34.3009 	EXP 	Feedback_text: height = 0.05
34.3009 	EXP 	Feedback_text: text = '499'
34.3009 	EXP 	Feedback_text: autoDraw = True
34.7848 	EXP 	New trial (rep=6, index=0): None
34.8003 	EXP 	Feedback_text: autoDraw = False
34.8003 	EXP 	Feedback_text: autoDraw = False
34.8003 	EXP 	ISI_text: autoDraw = True
36.7820 	EXP 	ISI_text: autoDraw = False
36.7820 	EXP 	ISI_text: autoDraw = False
36.7820 	EXP 	Targetstim: autoDraw = True
37.0529 	DATA 	Keypress: space
37.0652 	EXP 	Targetstim: autoDraw = False
37.0652 	EXP 	Feedback_text: height = 0.05
37.0652 	EXP 	Feedback_text: height = 0.05
37.0652 	EXP 	Feedback_text: height = 0.05
37.0652 	EXP 	Feedback_text: text = '255'
37.0652 	EXP 	Feedback_text: autoDraw = True
37.5656 	EXP 	New trial (rep=7, index=0): None
37.5810 	EXP 	Feedback_text: autoDraw = False
37.5810 	EXP 	Feedback_text: autoDraw = False
37.5810 	EXP 	ISI_text: autoDraw = True
38.0977 	EXP 	ISI_text: autoDraw = False
38.0977 	EXP 	ISI_text: autoDraw = False
38.0977 	EXP 	Targetstim: autoDraw = True
38.3681 	DATA 	Keypress: space
38.3802 	EXP 	Targetstim: autoDraw = False
38.3802 	EXP 	Feedback_text: height = 0.05
38.3802 	EXP 	Feedback_text: height = 0.05
38.3802 	EXP 	Feedback_text: height = 0.05
38.3802 	EXP 	Feedback_text: text = '260'
38.3802 	EXP 	Feedback_text: autoDraw = True
38.8644 	EXP 	New trial (rep=8, index=0): None
38.8799 	EXP 	Feedback_text: autoDraw = False
38.8799 	EXP 	Feedback_text: autoDraw = False
38.8799 	EXP 	ISI_text: autoDraw = True
40.6116 	EXP 	ISI_text: autoDraw = False
40.6116 	EXP 	ISI_text: autoDraw = False
40.6116 	EXP 	Targetstim: autoDraw = True
40.8494 	DATA 	Keypress: space
40.8614 	EXP 	Targetstim: autoDraw = False
40.8614 	EXP 	Feedback_text: height = 0.05
40.8614 	EXP 	Feedback_text: height = 0.05
40.8614 	EXP 	Feedback_text: height = 0.05
40.8614 	EXP 	Feedback_text: text = '229'
40.8614 	EXP 	Feedback_text: autoDraw = True
41.3455 	EXP 	New trial (rep=9, index=0): None
41.3612 	EXP 	Feedback_text: autoDraw = False
41.3612 	EXP 	Feedback_text: autoDraw = False
41.3612 	EXP 	ISI_text: autoDraw = True
42.2604 	EXP 	ISI_text: autoDraw = False
42.2604 	EXP 	ISI_text: autoDraw = False
42.2604 	EXP 	Targetstim: autoDraw = True
42.4980 	DATA 	Keypress: space
42.5096 	EXP 	Targetstim: autoDraw = False
42.5096 	EXP 	Feedback_text: height = 0.05
42.5096 	EXP 	Feedback_text: height = 0.05
42.5096 	EXP 	Feedback_text: height = 0.05
42.5096 	EXP 	Feedback_text: text = '225'
42.5096 	EXP 	Feedback_text: autoDraw = True
42.9940 	EXP 	New trial (rep=10, index=0): None
43.0093 	EXP 	Feedback_text: autoDraw = False
43.0093 	EXP 	Feedback_text: autoDraw = False
43.0093 	EXP 	ISI_text: autoDraw = True
44.2950 	DATA 	Keypress: space
44.3081 	EXP 	ISI_text: autoDraw = False
44.3081 	EXP 	Targetstim: autoDraw = False
44.3081 	EXP 	Feedback_text: height = 0.05
44.3081 	EXP 	Feedback_text: height = 0.05
44.3081 	EXP 	Feedback_text: height = 0.05
44.3081 	EXP 	Feedback_text: text = 'Too soon!'
45.8243 	DATA 	Keypress: space
57.4962 	DATA 	Keypress: space
66.4717 	DATA 	Keypress: escape
67.2218 	EXP 	window1: mouseVisible = True
