1.8410 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
10.6814 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.7146 	EXP 	instructions: autoDraw = True
185.1987 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
185.1990 	EXP 	New trial (rep=0, index=0): None
185.2015 	DATA 	Keypress: space
185.2109 	EXP 	instructions: autoDraw = False
185.2109 	EXP 	fixation: autoDraw = True
245.2051 	EXP 	text: autoDraw = True
245.2215 	EXP 	fixation: autoDraw = False
305.2158 	EXP 	text: autoDraw = False
306.1823 	EXP 	New trial (rep=1, index=0): None
306.1984 	EXP 	fixation: autoDraw = False
306.1984 	EXP 	text: autoDraw = False
306.1984 	EXP 	fixation: autoDraw = True
366.2086 	EXP 	fixation: autoDraw = False
366.2086 	EXP 	text: autoDraw = True
426.2194 	EXP 	text: autoDraw = False
427.1859 	EXP 	New trial (rep=2, index=0): None
427.2015 	EXP 	fixation: autoDraw = False
427.2015 	EXP 	text: autoDraw = False
427.2015 	EXP 	fixation: autoDraw = True
487.1964 	EXP 	text: autoDraw = True
487.2128 	EXP 	fixation: autoDraw = False
547.2061 	EXP 	text: autoDraw = False
548.1897 	EXP 	New trial (rep=3, index=0): None
548.2058 	EXP 	fixation: autoDraw = False
548.2058 	EXP 	text: autoDraw = False
548.2058 	EXP 	fixation: autoDraw = True
608.1999 	EXP 	text: autoDraw = True
608.2165 	EXP 	fixation: autoDraw = False
668.2100 	EXP 	text: autoDraw = False
669.1931 	EXP 	New trial (rep=4, index=0): None
669.2092 	EXP 	fixation: autoDraw = False
669.2092 	EXP 	text: autoDraw = False
669.2092 	EXP 	fixation: autoDraw = True
729.2033 	EXP 	text: autoDraw = True
729.2196 	EXP 	fixation: autoDraw = False
789.2139 	EXP 	text: autoDraw = False
790.1960 	EXP 	fixation: autoDraw = False
790.1960 	EXP 	text: autoDraw = False
790.1960 	EXP 	thank_you: autoDraw = True
793.2098 	EXP 	thank_you: autoDraw = False
1414.9813 	DATA 	Keypress: escape
1415.5253 	EXP 	window1: mouseVisible = True
