4.5465 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice'] (in that order).
126.2604 	EXP 	Sound sound_1 set volume 1.000
126.2804 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
126.3066 	EXP 	instructions: autoDraw = True
224.2775 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
224.2777 	EXP 	New trial (rep=0, index=0): None
224.2797 	DATA 	Keypress: space
224.2887 	EXP 	instructions: autoDraw = False
224.2887 	EXP 	fixation: autoDraw = True
284.2846 	EXP 	text: autoDraw = True
284.3014 	EXP 	fixation: autoDraw = False
344.2933 	EXP 	text: autoDraw = False
345.2644 	EXP 	New trial (rep=1, index=0): None
345.2774 	EXP 	fixation: autoDraw = False
345.2774 	EXP 	text: autoDraw = False
345.2774 	EXP 	fixation: autoDraw = True
405.2866 	EXP 	fixation: autoDraw = False
405.2866 	EXP 	text: autoDraw = True
465.2964 	EXP 	text: autoDraw = False
466.2481 	EXP 	New trial (rep=2, index=0): None
466.2658 	EXP 	fixation: autoDraw = False
466.2658 	EXP 	text: autoDraw = False
466.2801 	EXP 	fixation: autoDraw = True
526.2726 	EXP 	text: autoDraw = True
526.2923 	EXP 	fixation: autoDraw = False
586.2832 	EXP 	text: autoDraw = False
587.2681 	EXP 	New trial (rep=3, index=0): None
587.2854 	EXP 	fixation: autoDraw = False
587.2854 	EXP 	text: autoDraw = False
587.2854 	EXP 	fixation: autoDraw = True
647.2768 	EXP 	text: autoDraw = True
647.2943 	EXP 	fixation: autoDraw = False
707.2916 	EXP 	text: autoDraw = False
708.2723 	EXP 	New trial (rep=4, index=0): None
708.2864 	EXP 	fixation: autoDraw = False
708.2864 	EXP 	text: autoDraw = False
708.2864 	EXP 	fixation: autoDraw = True
768.2816 	EXP 	text: autoDraw = True
768.2976 	EXP 	fixation: autoDraw = False
828.2920 	EXP 	text: autoDraw = False
829.2751 	EXP 	fixation: autoDraw = False
829.2751 	EXP 	text: autoDraw = False
829.2751 	EXP 	thank_you: autoDraw = True
832.2886 	EXP 	thank_you: autoDraw = False
951.9617 	EXP 	thank_you: autoDraw = False
951.9857 	EXP 	window1: mouseVisible = True
